"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"b3",-0.04522,0.01822,-0.08027,-0.05764,-0.04581,-0.03274,-0.009647,1.001,3000
"deviance",15440,44.69,15360,15410,15440,15470,15540,1.001,3000
"sigma",0.3186,0.01805,0.2835,0.3065,0.3186,0.3307,0.3532,1.001,2500
