"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"b3",-0.002479,0.01724,-0.03684,-0.0142,-0.002597,0.009156,0.03142,1.002,1100
"deviance",35130,76.93,34990,35080,35130,35180,35280,1.001,2500
"sigma",1.31,0.03558,1.241,1.287,1.31,1.333,1.381,1.001,2800
