"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"b3",-0.03295,0.01972,-0.07223,-0.04596,-0.03273,-0.01922,0.004434,1.001,3000
"deviance",48980,40.28,48900,48950,48980,49010,49060,1.001,3000
"sigma",0.1598,0.01251,0.1363,0.1511,0.1595,0.1681,0.1848,1.001,3000
