"","b1","b2"
"73",-0.0009627,-0.003705
"74",-0.0001559,-0.01233
"75",0.0007408,-0.0006252
"76",0.0003652,-0.00567
"77",-0.0002213,-0.005981
"78",0.0001232,-0.001289
"79",0.0005803,-0.00141
"80",0.0002573,-0.004005
"81",0.000333,8.651e-05
"82",0.0007697,-0.004001
"83",-0.0003262,-0.01374
"84",-0.0007279,-0.0162
"85",0.0008495,-0.0003662
"86",0.0001548,0.0002277
"87",0.0001124,-0.01157
"88",-0.001007,8.167e-05
"89",0.0005722,-0.000278
"90",0.0007684,3.916e-05
"91",2.696e-05,-0.00146
"92",-0.002008,-7.827e-06
"93",-4.326e-05,-0.006092
"94",0.0007241,0.001185
"95",-0.0008002,0.001673
"96",-0.0001819,-0.01888
"97",-1.84e-05,0.0143
"98",6.945e-05,0.001922
"99",-0.0007401,3.842e-05
"100",5.601e-05,0.006658
"101",0.0005581,-0.0002525
"102",-0.0006865,0.0001183
"103",0.0004707,-0.007748
"104",-7.585e-05,-0.0005229
"105",0.0003394,0.0006086
"106",-0.0003622,0.03893
"107",0.0009787,-0.02106
"108",-0.0001494,-0.003201
"109",0.0004713,0.01598
"110",0.0005026,0.0007118
"111",0.0007346,0.001874
"112",-0.0006341,-0.006007
"113",0.001196,0.004111
"114",0.0006067,0.0001114
"115",5.492e-05,-0.01803
"116",-0.0004279,0.004104
"117",0.001189,-0.00239
"118",-0.0001054,-0.005174
"119",0.0001984,-0.004809
"120",0.0009728,-0.002402
"121",3.64e-05,-0.0006637
"122",-0.0002937,-8.836e-05
"123",-0.0008622,0.002723
"124",0.00167,3.48e-05
"125",0.0001305,0.009035
"126",-0.0001876,0.001251
"127",-2.535e-05,0.002177
"128",0.0001935,0.001541
"129",-0.000273,-0.00421
"130",7.752e-05,-0.004595
"131",0.0002914,-0.002329
"132",-0.0002359,0.004794
"133",-1.443e-05,-0.0102
"134",5.157e-05,0.0002341
"135",0.000347,-0.0003532
"136",-0.0003753,-0.005747
"137",0.0003695,-0.0003571
"138",-0.0006191,0.0004294
"139",0.0003664,-0.0004239
"140",0.0008937,0.0005268
"141",-0.0001849,-0.003079
"142",-6.02e-05,-0.02219
"143",-6.852e-06,0.0001096
"144",-0.0002972,0.003926
"145",-0.0003358,7.718e-05
"146",-0.0003088,-0.0005607
"147",0.0004037,0.003732
"148",0.000153,-0.02556
"149",-3.811e-05,-0.00369
"150",0.0003791,-0.0005668
"151",1.684e-05,0.001138
"152",-0.0009574,-3.98e-05
"153",-6.118e-05,-0.000341
"154",-9.935e-05,-0.02207
"155",0.001553,-0.01181
"156",-0.0005277,-0.003419
"157",-0.001022,-0.004591
"158",-0.0001925,0.005747
"159",-2.676e-05,-0.004998
"160",0.0001016,0.004774
"161",-0.0004296,-0.0007933
"162",-0.0006341,-0.002963
"163",0.0003432,-0.003913
"164",-0.0002882,-0.001135
"165",-1.013e-05,-0.0006248
"166",-0.0004875,0.003336
"167",5.409e-05,-0.002142
"168",-0.0002493,0.001005
"169",0.0005012,-0.001944
"170",-0.0006201,-8.764e-06
"171",6.227e-05,0.005402
"172",-0.0004888,0.004604
"173",-0.0001107,-0.0003983
"174",-0.0006262,-0.00342
"175",0.0001266,-0.0005669
"176",0.0003536,-0.003704
"177",-0.0004461,0.005838
"178",0.0003694,-0.007214
"179",0.0005644,-0.03325
"180",0.0003021,-3.789e-05
"181",0.000207,-0.0001622
