"","b1","b2"
"1",-0.0005137,0.001328
"2",-0.0004132,-0.0007976
"3",0.0001593,-0.0006613
"4",0.0002811,0.0003194
"5",-0.0006532,-0.00725
"6",0.000434,-0.003963
"7",0.0007744,-0.0006164
"8",0.0001334,-0.0007634
"9",0.0005124,-0.001578
"10",7.644e-05,0.01128
"11",-0.0007166,-0.0006192
"12",-0.0001383,-0.001069
"13",-0.0006456,0.004311
"14",5.331e-05,0.0004728
"15",0.0002148,-0.0009593
"16",0.0003949,0.0002332
"17",-0.0001841,0.0002973
"18",-0.0006048,-0.009039
"19",-0.0004612,-0.003922
"20",-0.0003722,-0.0002846
"21",0.0001675,0.01632
"22",0.0005357,0.005939
"23",0.0004247,-0.002433
"24",-0.0005869,-0.0006596
"25",0.001072,-0.004508
"26",-3.009e-05,-0.0001404
"27",0.0007217,-0.001206
"28",0.0005645,0.006435
"29",0.000315,-0.01214
"30",-0.0001149,0.001319
"31",0.000875,0.0002848
"32",0.0002093,-0.008927
"33",0.000296,-0.000188
"34",0.0005478,0.0001265
"35",-0.001059,0.002389
"36",0.001022,0.007711
"37",0.0004882,0.0004928
"38",-0.0002075,-0.002743
"39",-0.0001415,-0.002258
"40",-0.0007493,0.02344
"41",-1.821e-05,0.001499
"42",-0.0003337,-0.01468
"43",-0.0009664,-0.0005989
"44",-0.0005119,0.0005182
"45",-0.0001432,0.01514
"46",0.0003626,7.779e-05
"47",-0.000439,-0.0004348
"48",-0.0009107,0.003447
"49",-0.0008005,-0.002651
"50",0.0004686,-0.002171
"51",0.0006615,0.000167
"52",0.0008025,0.01393
"53",-0.0007441,-0.006252
"54",9.678e-05,-0.001256
"55",0.0001466,0.00046
"56",0.0009481,0.0007618
"57",0.000435,1.469e-05
"58",0.001154,0.001023
"59",0.0004402,-0.004144
"60",-4.361e-06,-0.002495
"61",-0.0004408,-0.001292
"62",5.451e-06,1.977e-05
"63",0.0002991,-0.0096
"64",0.000836,2.642e-05
"65",-0.0004252,-0.0001482
"66",-0.0007428,-0.0004757
"67",-0.0005541,-0.002442
"68",-6.701e-05,-0.006318
"69",0.001346,-0.0465
"70",-0.0005353,0.005088
"71",-0.0005319,-0.006327
"72",-0.0001926,0.008307
