"","x"
"1",0.4141
"2",0.1809
"3",-0.09971
"4",-0.09307
"5",0.173
"6",-0.02075
"7",-0.0787
"8",-0.01394
"9",-0.052
"10",0.01994
"11",0.02675
"12",-0.0006394
"13",-0.04163
"14",-0.02749
"15",0.09483
"16",0.02033
"17",0.04555
"18",0.04264
"19",-0.02931
"20",0.03992
"21",-0.01331
"22",0.04259
"23",0.0001044
"24",0.01528
"25",0.016
"26",-0.004367
"27",0.01655
"28",-0.007494
"29",0.02036
"30",-0.01703
"31",0.002383
"32",0.006713
"33",0.02464
"34",-0.001939
"35",-0.0523
"36",-0.02322
"37",0.00474
"38",0.008093
"39",-0.01568
"40",0.0247
"41",0.0182
"42",0.02386
"43",0.02728
"44",0.003694
"45",-0.01307
"46",-0.003374
"47",-0.00385
"48",-0.0122
"49",0.00608
"50",-0.01649
"51",0.009597
"52",0.02389
"53",0.01836
"54",0.01583
"55",-0.009092
"56",0.01232
"57",0.01499
"58",-0.005189
"59",0.008051
"60",0.008473
"61",0.01765
"62",0.01703
"63",-0.004115
"64",0.008361
"65",-0.009492
"66",0.004017
"67",-0.02529
"68",0.01199
"69",0.008514
"70",-0.01288
"71",0.003082
"72",0.019
"73",0.008762
"74",-0.007087
"75",-0.006755
"76",0.01375
"77",0.004911
"78",0.0007024
"79",0.007152
"80",0.005911
"81",-0.006474
"82",0.01548
"83",0.01214
"84",-0.0055
"85",0.007405
"86",0.000619
"87",-0.007398
"88",0.01037
"89",0.006724
"90",0.01645
"91",-0.001364
"92",-0.002631
"93",-0.00257
"94",-0.002206
"95",-0.002813
"96",0.009883
"97",0.01837
"98",0.006542
"99",0.001966
"100",-0.002481
"101",0.002564
"102",-0.00491
"103",0.008153
"104",-0.001093
"105",-0.005311
"106",-0.001901
"107",0.004721
"108",0.006583
"109",-0.00907
"110",0.004869
"111",0.004293
"112",0.005719
"113",-0.003893
"114",-0.005137
"115",-0.004482
"116",-0.001393
"117",-0.00486
"118",0.003892
"119",0.003378
"120",-0.0006312
"121",-0.001423
"122",0.007594
"123",-0.004392
"124",0.003775
"125",0.006498
"126",0.003421
"127",-0.0008247
"128",-0.004418
"129",0.004858
"130",0.003002
"131",0.001796
"132",0.007885
"133",0.0008014
"134",0.001507
"135",-0.001421
"136",0.01005
"137",-0.003755
"138",0.009232
"139",0.006633
"140",-0.001873
"141",-0.004372
"142",0.0005388
"143",0.0007878
"144",0.002944
"145",0.001564
"146",0.003981
"147",0.007524
"148",-0.0008075
"149",-0.004343
"150",-0.002215
"151",0.007324
"152",-0.001593
"153",0.003885
"154",0.003672
"155",0.006556
"156",0.001346
"157",0.007577
"158",0.003211
"159",0.004622
"160",-0.0007335
"161",-0.0001067
"162",0.008393
"163",0.007127
"164",0.01145
"165",-0.003387
"166",-0.001951
"167",-0.006168
"168",0.003204
"169",-0.003056
"170",-0.002612
"171",-0.002721
"172",0.001208
"173",0.004776
"174",0.00211
"175",-0.003186
"176",-0.003091
"177",-0.002802
"178",-0.003194
"179",-0.000944
"180",0.003373
"181",0.002374
"182",-0.003254
"183",0.001434
"184",0.001871
"185",0.001187
"186",-0.003265
"187",-0.002916
"188",-0.003281
"189",-0.002758
"190",0.001615
"191",0.001654
"192",-0.003397
"193",-0.003855
"194",-0.003632
"195",-0.003238
"196",0.01209
"197",-0.002674
"198",0.0006533
"199",-0.00162
"200",-9.552e-05
"201",0.003431
"202",-0.0003942
"203",-0.001602
"204",-0.002722
"205",0.005043
"206",0.002007
"207",0.003208
"208",0.003226
"209",-0.0001887
"210",0.000728
"211",0.0001059
"212",-0.001388
"213",-0.001252
"214",-0.003961
"215",0.00328
"216",0.004802
"217",0.007248
"218",0.00157
"219",0.0108
"220",0.002845
"221",-0.0006167
"222",0.003188
"223",0.007549
"224",0.0005881
"225",-0.001779
"226",-0.0007866
"227",0.002311
"228",-0.0008616
"229",0.0009537
"230",0.00261
"231",-0.003852
"232",0.004424
"233",0.002673
"234",-0.002349
"235",-0.0009081
"236",-0.0006854
"237",0.001154
"238",0.0007474
"239",0.003494
"240",-0.00165
"241",0.002635
"242",0.001197
"243",0.001148
"244",0.0007634
"245",-0.002562
"246",0.002506
"247",0.001921
"248",0.003593
"249",-0.003809
"250",0.001759
"251",0.002033
"252",0.003129
"253",-0.001203
"254",0.003487
"255",-0.002295
"256",0.002968
"257",-0.000368
"258",0.0005957
"259",-0.001158
"260",-0.001485
"261",0.002113
"262",-0.002431
"263",0.003402
"264",-0.002425
"265",0.005067
"266",0.00072
"267",0.003425
"268",-0.0009085
"269",-0.002936
"270",0.001222
"271",0.001513
"272",-0.000831
"273",0.0005548
"274",-0.001296
"275",-0.002467
"276",0.005652
"277",0.005353
"278",0.005691
"279",0.003935
"280",0.005265
"281",-0.002194
"282",0.0001842
"283",-0.001124
"284",-0.002195
"285",0.001459
"286",0.003609
"287",-0.002214
"288",-9.969e-05
"289",0.003927
"290",0.003255
"291",0.001612
"292",0.002003
"293",0.003469
"294",-0.001418
"295",0.001351
"296",-0.001174
"297",0.002533
"298",-0.002434
"299",-0.001916
"300",-0.001756
"301",0.001441
"302",-0.001807
"303",-0.001863
"304",-0.0001982
"305",-0.000928
"306",-0.001652
"307",-0.001433
"308",0.003304
"309",-0.00181
"310",-0.001417
"311",-0.001071
"312",0.002832
"313",0.004767
"314",-0.002485
"315",-0.001463
"316",0.001501
"317",0.0002055
"318",-0.000538
"319",-0.0002137
"320",-0.0004505
"321",-0.001591
"322",-0.002538
"323",-0.0006443
"324",0.004696
"325",-0.001424
"326",-0.001733
"327",-0.0003355
"328",-0.001181
"329",-0.0005525
"330",-0.001757
"331",-0.00116
"332",0.00103
"333",0.00147
"334",0.0005097
"335",-0.00062
"336",7.098e-05
"337",0.004895
"338",0.0008502
"339",8.299e-05
"340",0.001011
"341",-0.001298
"342",0.003675
"343",0.004304
"344",-0.001187
"345",-0.0008799
"346",-0.0007201
"347",-0.0005078
"348",0.0005382
"349",-0.001373
"350",0.0006439
"351",-0.001062
"352",0.003279
"353",0.001845
"354",-0.0008106
"355",0.001269
"356",-0.0004413
"357",-0.0009506
"358",-0.002403
"359",0.0007142
"360",0.001097
"361",0.003005
"362",-0.0009397
"363",-0.0006222
"364",0.001402
"365",0.0003444
"366",-0.0004441
"367",0.0004478
"368",-0.001515
"369",0.001682
"370",-0.0005415
"371",0.001538
"372",-0.001609
"373",0.00419
"374",0.001043
"375",0.001941
"376",0.001151
"377",0.0007615
"378",0.003947
"379",-0.001412
"380",0.00278
"381",-0.0003664
"382",0.002143
"383",-0.001448
"384",0.001673
"385",0.0003861
"386",0.002367
"387",-0.0006064
"388",0.0001741
"389",-0.001237
"390",-0.0003011
"391",-0.0002248
"392",0.004017
"393",0.000346
"394",0.00375
"395",-0.00206
"396",0.0008011
"397",0.002525
"398",-0.00388
"399",-0.002193
"400",-0.001148
"401",-0.001752
"402",-0.0007685
"403",0.004083
"404",0.004072
"405",0.004531
"406",-0.0002515
"407",0.0004747
"408",0.001392
"409",0.0009558
"410",-0.0006541
"411",0.004666
"412",0.004417
"413",-0.001282
"414",-0.0001915
"415",0.00138
"416",0.00032
"417",-0.001347
"418",0.001277
"419",0.00282
"420",0.002525
"421",-0.001111
"422",-0.002138
"423",0.001079
"424",-0.001457
"425",0.001126
"426",0.001246
"427",0.0005668
"428",0.001139
"429",0.001306
"430",-0.00106
"431",-0.001332
"432",-0.001695
"433",-0.0002158
"434",-0.001092
"435",-0.00143
"436",0.0009805
"437",-0.001065
"438",0.0005424
"439",0.001876
"440",0.003215
"441",-0.0004276
"442",0.0005206
"443",0.000986
"444",-0.0005097
"445",0.002803
"446",-0.0004636
"447",0.001389
"448",0.00012
"449",0.001659
"450",-0.0001106
"451",0.002471
"452",0.001131
"453",0.0004806
"454",0.003217
"455",0.0001878
"456",-0.0003827
"457",0.00129
"458",0.002279
"459",0.002515
"460",0.00266
"461",0.002808
"462",0.001685
"463",0.0001808
"464",-0.001105
"465",-0.001761
"466",-0.0003719
"467",3.284e-05
"468",-0.001235
"469",0.001192
"470",0.0005252
"471",0.002164
"472",0.001516
"473",0.0006387
"474",0.0001763
"475",-0.001863
"476",0.003083
"477",0.0011
"478",-0.001082
"479",-0.001663
"480",0.0002527
"481",0.001441
"482",0.0001198
"483",0.001333
"484",0.002178
"485",0.00193
"486",0.001337
"487",0.001502
"488",-0.0001736
"489",0.0007686
"490",0.001599
"491",0.001904
"492",-8.975e-05
"493",-0.0005778
"494",-0.002109
"495",-0.0006986
"496",1.258e-06
"497",0.0007377
"498",-0.0003962
"499",0.001601
"500",0.002508
"501",0.004876
"502",-0.0007054
"503",0.001892
"504",0.002887
"505",-0.001435
"506",-0.003213
"507",-0.001285
"508",0.0006648
"509",-5.546e-06
"510",0.0006193
"511",-0.000887
"512",-0.0009803
"513",-0.0001939
"514",-0.0001955
"515",-0.001098
"516",0.001581
"517",0.0009055
"518",-0.001164
"519",-0.0009937
"520",-0.0004028
"521",-0.001165
"522",-0.001096
"523",-0.001214
"524",0.003847
"525",0.003419
"526",0.0003942
"527",0.001491
"528",0.003808
"529",0.003513
"530",-0.0008536
"531",0.00129
"532",0.001389
"533",-0.001065
"534",-0.001054
"535",-0.0009231
"536",-0.0002459
"537",0.002159
"538",0.0007383
"539",-0.0005535
"540",-8.089e-05
"541",-0.001114
"542",0.0003089
"543",-0.0007862
"544",0.000717
"545",0.001038
"546",0.002926
"547",0.002862
"548",0.00139
"549",0.003401
"550",0.002879
"551",0.0007606
"552",0.002392
"553",0.002666
"554",0.0001777
"555",0.002228
"556",-0.003133
"557",-0.0008024
"558",0.002219
"559",0.001384
"560",8.563e-05
"561",-0.001652
"562",0.001275
"563",-7.501e-05
"564",0.001423
"565",-0.0008289
"566",-0.001004
"567",0.001209
"568",-0.0008712
"569",0.0006376
"570",-0.0007236
"571",-0.0006974
"572",0.001387
"573",-0.0003696
"574",-0.001049
"575",-0.0009673
"576",0.002556
"577",0.002897
"578",-0.0008888
"579",-0.0009434
"580",-0.0009785
"581",0.00145
"582",-0.0005291
"583",-0.0002058
"584",0.0003269
"585",-0.0006253
"586",-0.0007966
"587",-0.0002977
"588",-0.0005251
"589",-0.0006515
"590",-0.0009436
"591",0.0002815
"592",2.866e-05
"593",0.002376
"594",-0.0006118
"595",0.002263
"596",0.0008377
"597",0.001695
"598",-0.001059
"599",0.0002022
"600",-0.000989
"601",-0.0004404
"602",0.00103
"603",-0.001155
"604",-0.001061
"605",0.0009913
"606",0.0007149
"607",0.00179
"608",0.001725
"609",0.002558
"610",0.001292
"611",0.001604
"612",-0.0001792
"613",0.0005439
"614",8.118e-05
"615",-0.001073
"616",0.0004031
"617",-0.001711
"618",0.0006896
"619",0.0005115
"620",0.0005169
"621",0.001362
"622",0.0007084
"623",0.0006597
"624",0.0003485
"625",0.0006729
"626",-0.0008843
"627",0.003399
"628",0.003242
"629",0.002719
"630",0.003003
"631",0.0002612
"632",-0.0008721
"633",0.0006656
"634",-0.0003785
"635",-0.0008268
"636",0.000724
"637",0.00189
"638",-0.0008092
"639",0.002203
"640",0.00135
"641",-0.0007193
"642",-0.0006813
"643",0.0008832
"644",-0.0003212
"645",-0.000799
"646",0.0007324
"647",0.001503
"648",0.003021
"649",0.002652
"650",-0.0002641
"651",0.003294
"652",0.0004243
"653",0.0003531
"654",0.0001079
"655",0.001514
"656",-0.0002494
"657",0.0008636
"658",3.197e-05
"659",0.0006511
"660",0.001709
"661",-0.00148
"662",-0.00145
"663",-0.0004077
"664",-0.0004237
"665",0.0002515
"666",-0.0002443
"667",0.0003928
"668",0.0009307
"669",-0.0008347
"670",0.001185
"671",0.0007904
"672",-0.0003561
"673",-0.0001636
"674",0.0003738
"675",0.0008797
"676",5.048e-06
"677",0.001391
"678",0.002072
"679",0.001589
"680",-0.0008611
"681",0.0005842
"682",-0.0003188
"683",0.001143
"684",-0.0007077
"685",-0.0006816
"686",-0.0004479
"687",0.001258
"688",0.001202
"689",-0.00114
"690",-0.0003028
"691",-0.002474
"692",-0.0002425
"693",0.0015
"694",0.0001692
"695",-0.0008186
"696",0.0003329
"697",-0.0004002
"698",-0.001337
"699",-0.001054
"700",0.001894
"701",0.002578
"702",-1.429e-05
"703",-0.001428
"704",-0.001151
"705",0.001878
"706",-2.781e-05
"707",-0.0005023
"708",0.001689
"709",-0.0006395
"710",-0.000281
"711",0.0001091
"712",-0.0002441
"713",-0.0007704
"714",-0.0006951
"715",-0.0007849
"716",-0.0007926
"717",0.0002848
"718",-0.0007004
"719",-0.0007833
"720",-0.0006903
"721",-0.0008502
"722",0.0003848
"723",0.0007404
"724",-0.0007709
"725",0.0007103
"726",-0.0006406
"727",-0.0006241
"728",-0.0006543
"729",0.0001995
"730",0.001926
"731",0.0003046
"732",0.001879
"733",0.002298
"734",0.001926
"735",-0.0005511
"736",0.002796
"737",0.002297
"738",0.00164
"739",0.001373
"740",0.0001709
"741",0.001236
"742",-0.0008851
"743",-0.0004313
"744",0.0003859
"745",-0.0002101
"746",-0.0004536
"747",-0.0004194
"748",-0.000362
"749",-4.136e-05
"750",0.0004854
"751",-4.054e-05
"752",0.0002976
"753",0.0005579
"754",-0.000794
"755",0.0007514
"756",0.0004216
"757",0.0006815
"758",-0.0003824
"759",-0.0006143
"760",-0.0005404
"761",-0.0007743
"762",-0.0008709
"763",0.0004389
"764",-0.0007811
"765",0.0001266
"766",-0.0006316
"767",-0.0004927
"768",3.994e-05
"769",0.002112
"770",-0.001019
"771",0.0005994
"772",0.0001997
"773",-0.001028
"774",0.000501
"775",0.000147
"776",-8.005e-05
"777",-0.0002834
"778",0.0006738
"779",-0.0005298
"780",0.001107
"781",-0.0001977
"782",-0.0001268
"783",-6.735e-05
"784",3.566e-05
"785",1.046e-07
"786",0.001095
"787",0.0005056
"788",0.001384
"789",0.002937
"790",-5.481e-05
"791",-0.0009832
"792",0.0002761
"793",0.0005821
"794",0.000607
"795",0.001242
"796",0.00101
"797",-6.756e-05
"798",0.0004959
"799",-0.0002431
"800",-0.0008617
"801",-0.0007578
"802",0.0005676
"803",0.0008202
"804",-0.0004448
"805",-0.000127
"806",0.0006843
"807",-0.0007574
"808",0.0009998
"809",0.0005523
"810",0.0007452
"811",-0.0001876
"812",0.0002775
"813",0.0002679
"814",0.0007783
"815",0.0008827
"816",0.000681
"817",0.00107
"818",0.0002046
"819",-2.506e-05
"820",-0.0004608
"821",0.001739
"822",-0.0006308
"823",0.0005712
"824",0.001172
"825",0.001059
"826",0.000485
"827",0.0003215
"828",-0.000551
"829",0.0005217
"830",-0.0007123
"831",-0.0006535
"832",0.00062
"833",0.0007124
"834",2.434e-05
"835",0.0005844
"836",0.0007317
"837",-0.0005724
"838",-0.0004289
"839",-0.0005371
"840",0.001203
"841",-0.0007169
"842",-0.0006109
"843",-0.0001566
"844",-0.0005832
"845",-0.0005896
"846",0.0004225
"847",-0.000666
"848",0.002382
"849",-0.0002052
"850",-0.0005492
"851",-0.001301
"852",-0.0002104
"853",0.001078
"854",-0.000629
"855",-0.0004549
"856",0.0005014
"857",0.000344
"858",0.001476
"859",0.001784
"860",0.0009745
"861",-8.451e-05
"862",-0.0005404
"863",-0.0006604
