"","b1","b2"
"1",-0.0005859,-0.004404
"2",0.000865,-3.412e-05
"3",0.0001914,-0.006571
"4",0.0001863,0.04528
"5",-0.0007568,-0.0006361
"6",0.0002879,0.02629
"7",0.0004801,0.0003349
"8",-0.0007095,0.0006251
"9",0.001062,-0.002571
"10",0.0002772,-0.01056
"11",-0.001226,-0.005674
"12",0.0001627,-0.008944
"13",-1.482e-05,0.005416
"14",0.0001988,-0.001477
"15",-0.000312,-0.001296
"16",6.678e-05,0.007542
"17",0.0003637,0.02265
"18",0.0003703,0.02794
"19",0.0007663,0.004484
"20",-0.0008471,0.008408
"21",0.001252,-0.002568
"22",-0.001046,-0.01053
"23",0.0004062,0.01934
"24",-0.0003477,-0.00706
"25",0.00012,-0.004392
"26",0.0002697,0.006685
"27",0.000404,-0.002113
"28",-0.000586,-0.009722
"29",0.0003984,0.03047
"30",-0.0002647,-0.01492
"31",1.525e-05,0.001137
"32",-0.0006904,0.03196
"33",-0.0003791,0.001461
"34",-0.0003494,0.0003888
"35",0.000485,0.02706
"36",1.655e-05,0.01214
"37",-0.000682,0.01909
"38",0.0006139,0.001989
"39",-0.0007939,0.006607
"40",-3.721e-05,0.01952
"41",0.001079,-0.0008674
"42",0.0006921,0.0006031
"43",-4.323e-06,0.001108
"44",0.000872,-0.000247
"45",0.001354,-0.0005561
"46",8.48e-05,-0.008335
"47",-0.001313,0.005555
"48",-9.329e-05,-0.01404
"49",-0.0003926,0.0001839
"50",0.0004171,0.0004975
"51",-0.0001088,-0.006147
"52",0.0009611,0.008644
"53",0.001524,0.00915
"54",-0.0004944,-0.02652
"55",0.0001654,0.02442
"56",-0.0005424,-0.00226
"57",-9.734e-05,0.01548
"58",0.0005874,-0.008722
"59",0.000272,-0.005268
"60",0.0001761,-0.001253
"61",0.0006131,-0.00546
"62",-0.0003674,0.000942
"63",0.000527,-0.005272
"64",-0.0006235,0.009188
"65",-0.0001729,-0.01309
"66",0.0006952,-0.0006454
"67",0.0001848,0.01546
"68",0.0001134,-3.635e-05
"69",-6.601e-05,-0.001757
"70",-0.0001847,0.02167
"71",-7.196e-05,0.02135
"72",0.0001157,0.03155
"73",-0.0007521,0.0006856
"74",-0.000849,-9.237e-06
"75",0.001008,0.009133
"76",0.0008872,0.04675
"77",6.822e-05,0.00411
"78",0.0004707,0.01506
"79",0.001015,0.05153
"80",-0.0005916,-0.0006726
"81",-0.0006106,0.001583
"82",0.0002624,0.01807
"83",-0.0007818,0.009558
"84",-0.0003138,0.0006713
"85",-0.0005124,0.009225
"86",0.0007356,-0.001582
"87",-0.0007832,-0.002102
"88",-0.001338,-0.000261
"89",-0.0005103,0.03438
"90",-0.0001649,0.005073
"91",0.0008133,0.007096
"92",-0.001005,0.003534
"93",-0.0004088,0.00622
"94",-0.001367,-0.008273
"95",4.055e-05,0.01457
"96",-0.0001172,0.006073
"97",-0.0004126,-0.000389
"98",0.0001768,0.003353
"99",0.0002603,0.01988
"100",-0.0003344,0.003691
"101",0.0008946,0.02593
"102",0.0005965,0.001217
"103",-0.0004834,0.001272
"104",0.0002291,-0.0001452
"105",-5.886e-05,-0.009168
"106",0.0004874,0.0224
"107",0.001209,0.05121
"108",0.000347,-0.002358
"109",-0.0002363,0.01574
"110",0.0009303,0.0003301
"111",-0.0006265,0.03665
"112",9.195e-05,0.007596
"113",-0.0004766,-0.006339
"114",-0.0008397,-0.003681
"115",-0.0004275,0.01868
"116",0.0003751,-0.0003776
"117",0.0008597,-0.0002577
"118",-0.0006366,0.01649
"119",-0.0002244,0.02149
"120",0.0002254,0.01239
"121",0.0004286,0.0002153
"122",0.0007862,-4.315e-05
"123",0.000562,-0.0001843
"124",-5.139e-05,0.0001467
"125",-0.0002955,-0.007369
"126",9.205e-06,-0.0004316
"127",0.0003113,0.001344
"128",0.001646,0.01464
"129",3.816e-05,-0.001326
"130",-2.327e-05,0.01679
"131",-0.0005507,0.004557
"132",-3.044e-05,-0.001716
"133",0.0006677,0.01672
"134",0.0004688,0.01699
"135",0.0003276,0.0008579
"136",-0.0002014,-0.0005701
"137",0.0009477,-0.01005
"138",-0.0001204,0.001401
"139",0.000558,-0.02962
"140",0.0005116,0.01699
"141",0.0001262,-0.004691
"142",-0.0001589,0.001596
"143",-0.001162,-0.01012
"144",-0.0008064,0.005794
"145",-5.15e-05,-0.0143
"146",0.0007714,0.01058
"147",0.0004071,0.01476
"148",0.00152,-0.02538
"149",-0.0001741,0.0005717
"150",0.0004954,0.005252
"151",-0.0002393,0.006715
"152",0.0004451,0.01457
"153",0.0003542,0.003949
"154",-8.105e-05,0.01712
"155",-0.0009269,-0.009496
"156",-0.0005252,0.009652
"157",0.0002154,-0.007455
"158",-7.433e-06,0.0001049
