"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"b3",0.03503,0.0146,0.005128,0.02531,0.03522,0.0451,0.0629,1.001,3000
"deviance",30960,54.31,30850,30920,30960,30990,31070,1.001,2800
"sigma",0.6822,0.02601,0.6323,0.6642,0.6817,0.6998,0.7341,1.001,3000
