"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"b3",-0.0167,0.02331,-0.06101,-0.03272,-0.0166,-0.0006521,0.02928,1.001,3000
"deviance",12900,53.5,12800,12870,12900,12940,13010,1.002,1400
"sigma",0.6104,0.02444,0.5632,0.5933,0.6105,0.6273,0.6599,1.001,3000
