"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"b3",-0.04635,0.004782,-0.05541,-0.04976,-0.04638,-0.04298,-0.03713,1.001,3000
"deviance",204600,118.4,204300,204500,204600,204600,204800,1.001,3000
"sigma",3.179,0.05665,3.07,3.14,3.179,3.217,3.292,1.001,3000
