"","b1","b2"
"1",0.0003014,-5.13e-05
"2",0.0002593,0.002014
"3",0.0004989,0.005451
"4",4.43e-07,-0.0015
"5",-0.0007821,-0.01676
"6",-0.0007863,-0.02232
"7",-0.000274,0.001136
"8",-6.441e-05,0.004424
"9",-0.0004126,-0.0007976
"10",-0.0008831,-0.01093
"11",0.0005623,0.0005957
"12",-0.0004587,-0.001645
"13",0.0004276,0.0002315
"14",-4.897e-05,0.003802
"15",-0.0009078,-6.4e-05
"16",-9.284e-06,-0.0001004
"17",0.0007053,0.0003397
"18",7.525e-05,-0.001304
"19",6.545e-05,-0.005252
"20",-9.195e-05,-0.009257
"21",-0.000656,-0.00638
"22",-0.0006393,0.009803
"23",-0.0007223,-0.03542
"24",-0.0007489,-0.0004478
"25",-0.000281,0.001486
"26",-0.0003406,0.003803
"27",0.001539,-0.01766
