"","x"
"1",0.7483
"2",1.434
"3",0.7331
"4",0.5686
"5",0.3945
"6",0.3452
"7",0.2476
"8",0.3834
"9",-0.04842
"10",0.07424
"11",0.02722
"12",0.1591
"13",0.01772
"14",0.1655
"15",0.04719
"16",-0.006514
"17",0.1413
"18",0.08575
"19",0.01474
"20",0.1195
"21",0.1028
"22",0.03767
"23",0.1036
"24",0.0108
"25",0.005701
"26",0.08642
"27",0.09114
"28",-0.03394
"29",0.06889
"30",0.08091
"31",0.0108
"32",-0.038
"33",0.0777
"34",-0.01089
"35",0.05804
"36",-0.04235
"37",0.000989
"38",0.01323
"39",0.02812
"40",0.01259
"41",-0.0181
"42",0.0324
"43",0.06114
"44",0.003799
"45",-0.03358
"46",-0.00895
"47",0.04368
"48",0.01127
"49",0.02359
"50",0.0362
"51",0.03243
"52",0.02529
"53",0.02649
"54",0.007553
"55",0.02811
"56",0.02107
"57",0.0358
"58",0.03205
"59",0.0006688
"60",0.02939
"61",0.03479
"62",0.02637
"63",0.02367
"64",0.02409
"65",0.007788
"66",0.04496
"67",0.03199
"68",0.02321
"69",0.0364
"70",0.008822
"71",0.03614
"72",0.004033
"73",0.01863
"74",0.01198
"75",0.03212
"76",0.03046
"77",0.009617
"78",0.02994
"79",0.02795
"80",-0.008333
"81",0.02904
"82",0.03608
"83",0.01222
"84",-3.879e-05
"85",0.001145
"86",0.0133
"87",-0.006634
"88",0.005345
"89",0.008372
"90",-0.002412
"91",0.0192
"92",0.01239
"93",0.004052
"94",0.006226
"95",0.02393
"96",-0.01067
"97",0.01883
"98",-0.01041
"99",-0.0001618
"100",0.01438
"101",0.01991
"102",0.02137
"103",0.005789
"104",-0.01401
"105",0.002972
"106",0.01335
"107",0.02291
"108",0.03336
"109",0.01283
"110",0.02966
"111",0.02539
"112",0.003329
"113",0.01067
"114",-0.003194
"115",0.003127
"116",0.008463
"117",0.0259
"118",0.02179
"119",0.02164
"120",0.005445
"121",-0.004321
"122",0.006827
"123",0.007791
"124",0.001102
"125",0.01789
"126",0.009968
"127",0.002494
"128",0.003481
"129",0.005066
"130",0.01094
"131",0.01313
"132",0.002216
"133",0.01191
"134",-0.002266
"135",0.004044
"136",0.003186
"137",-0.005192
"138",-0.00883
"139",-0.004546
"140",0.01411
"141",0.01515
"142",0.01701
"143",-0.002988
"144",-0.004252
"145",0.007641
"146",0.004184
"147",0.0006977
"148",0.0205
"149",0.0127
"150",0.004611
"151",0.01859
"152",0.01457
"153",-0.00466
"154",0.01921
"155",0.01585
"156",-0.005185
"157",0.01069
"158",0.01261
"159",0.002584
"160",0.002745
"161",0.009916
"162",0.007916
"163",0.006995
"164",0.01291
"165",-0.00102
"166",0.005487
"167",0.003048
"168",0.002568
"169",-0.005381
"170",0.0004518
"171",0.001655
"172",0.01032
"173",0.01347
"174",0.01147
"175",0.01034
"176",0.01065
"177",0.002878
"178",0.004868
"179",0.006147
"180",0.01793
"181",0.003609
"182",0.005382
"183",0.007129
"184",-0.002718
"185",0.009146
"186",0.01381
"187",-0.007128
"188",0.01586
"189",0.01303
"190",0.006518
"191",-0.002164
"192",0.01242
"193",0.005975
"194",0.009249
"195",0.006266
"196",0.01155
"197",-0.005519
"198",0.007756
"199",0.01183
"200",0.008606
"201",0.005223
"202",0.009264
"203",0.01117
"204",0.001674
"205",0.01482
"206",0.01105
"207",0.01204
"208",0.006575
"209",0.009472
"210",0.008838
"211",0.003658
"212",-0.002771
"213",0.006424
"214",0.01252
"215",0.001736
"216",0.0112
"217",0.01537
"218",0.003085
"219",0.004917
"220",0.01126
"221",0.003411
"222",0.005743
"223",0.001019
"224",0.01209
"225",0.006547
"226",0.003783
"227",0.001598
"228",0.00325
"229",0.00543
"230",0.001002
"231",-0.0007846
"232",-0.0006676
"233",-0.002586
"234",-0.00553
"235",-0.005514
"236",-0.0002511
"237",0.003693
"238",-0.001179
"239",-0.002434
"240",0.005592
"241",0.01071
"242",0.01185
"243",-0.001361
"244",0.001583
"245",0.0009784
"246",0.001191
"247",-0.0004595
"248",0.005271
"249",-0.002622
"250",0.009341
"251",0.01196
"252",0.007376
"253",0.005001
"254",-0.0006971
"255",0.002694
"256",0.003902
"257",0.003448
"258",0.006109
"259",-0.002245
"260",0.007577
"261",0.005076
"262",0.003189
"263",0.006985
"264",0.005694
"265",0.007219
"266",-0.004083
"267",0.003391
"268",-0.004987
"269",-0.0007269
"270",0.007597
"271",0.001166
"272",0.008171
"273",0.00125
"274",0.01076
"275",0.004019
"276",-0.0004882
"277",0.008932
"278",0.003484
"279",0.004203
"280",0.008915
"281",0.005718
"282",-0.001925
"283",0.008901
"284",0.005457
"285",-0.002422
"286",0.009583
"287",0.001248
"288",0.007779
"289",-0.00442
"290",0.004701
"291",0.003728
"292",0.002178
"293",0.007686
"294",0.007481
"295",0.00567
"296",0.007011
"297",-0.001333
"298",-0.00118
"299",0.008177
"300",0.004206
"301",0.003546
"302",0.007574
"303",0.0002916
"304",-0.001787
"305",-0.001804
"306",0.006074
