"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"b3",-0.007573,0.02698,-0.06109,-0.02549,-0.007374,0.01059,0.04416,1.003,750
"deviance",5877,39.17,5804,5850,5875,5902,5958,1.001,3000
"sigma",0.325,0.01835,0.2905,0.3122,0.3244,0.3371,0.3629,1.001,2900
