"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"b3",-0.07373,0.01679,-0.1062,-0.08502,-0.07359,-0.06243,-0.0406,1.001,3000
"deviance",45150,95.64,44970,45090,45150,45220,45340,1.001,3000
"sigma",2.026,0.04549,1.937,1.994,2.026,2.056,2.116,1.001,2900
