"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"b3",-0.01742,0.0253,-0.0675,-0.03448,-0.0171,-0.0009598,0.03231,1.001,3000
"deviance",88040,37.05,87970,88020,88040,88070,88120,1.001,3000
"sigma",0.2115,0.01426,0.1841,0.2017,0.2114,0.2209,0.24,1.003,670
