"","x"
"1",0.2906
"2",0.1317
"3",0.008
"4",-0.007164
"5",0.07886
"6",0.02337
"7",0.0741
"8",0.008324
"9",0.04243
"10",0.03172
"11",0.01748
"12",0.05323
"13",0.01753
"14",-0.006305
"15",0.02978
"16",0.03462
"17",0.02
"18",0.03181
"19",0.01072
"20",0.008215
"21",0.009037
"22",-0.002975
"23",0.01285
"24",-0.001233
"25",0.008601
"26",0.01059
"27",0.01426
"28",0.003345
"29",0.007059
"30",0.009365
"31",0.006603
"32",0.01633
"33",0.02169
"34",0.00512
"35",-0.01496
"36",0.01006
"37",0.005139
"38",0.002821
"39",0.007115
"40",0.004241
"41",0.01037
"42",0.009825
"43",-0.001879
"44",0.0003503
"45",0.005465
"46",0.0147
"47",-0.008766
"48",-0.002131
"49",-0.01159
"50",0.01055
"51",0.004864
"52",-0.002101
"53",-0.00222
"54",0.008481
"55",-0.004779
"56",0.006845
"57",0.01219
"58",-5.162e-05
"59",0.02133
"60",0.007367
"61",-0.0005188
"62",-0.000605
"63",0.0007821
"64",0.00572
"65",-0.008826
"66",0.007049
"67",0.007935
"68",-0.006057
"69",0.005973
"70",-3.609e-05
"71",0.0003216
"72",-0.000945
"73",-0.005896
"74",-0.002051
"75",-0.005971
"76",0.005214
"77",-0.008345
"78",0.007485
"79",0.00375
"80",-0.007609
"81",0.003988
"82",0.002193
"83",0.003835
"84",0.004969
"85",0.005221
"86",-0.006335
"87",0.008186
"88",-0.002042
"89",0.003461
"90",-0.002823
"91",0.005116
"92",0.00356
"93",0.0007458
"94",0.001958
"95",0.005534
"96",-0.002085
"97",0.004113
"98",-0.007024
"99",-0.00352
"100",0.004596
"101",0.00429
"102",0.004667
"103",0.0001694
"104",-0.002574
"105",0.00594
"106",0.004398
"107",0.005422
"108",0.001668
"109",-0.0004593
"110",0.003427
"111",0.002039
"112",0.004043
"113",0.002954
"114",0.004027
"115",0.0007047
"116",0.006531
"117",0.003211
"118",0.001659
"119",-0.0006902
"120",0.001937
"121",0.001879
"122",0.002098
"123",0.002541
"124",4.389e-05
"125",0.0009529
"126",0.002867
"127",0.0006566
"128",0.006021
"129",-0.0006017
"130",-0.001642
"131",0.002497
"132",-6.837e-05
"133",-0.001361
"134",0.002146
"135",0.001813
"136",0.0005118
"137",0.006666
"138",-3.985e-06
"139",0.0006736
"140",-0.004171
"141",0.002147
"142",0.002126
"143",0.002913
"144",-0.000931
"145",-0.00407
"146",-0.002422
"147",0.001299
"148",0.002909
"149",0.00198
"150",0.0001516
"151",-0.003005
"152",0.001825
"153",0.002053
"154",0.005381
"155",0.001502
"156",-0.002623
"157",0.001949
"158",0.002059
"159",0.002108
"160",0.001955
"161",0.002284
"162",0.001373
"163",1.058e-05
"164",0.001324
"165",0.003885
"166",0.002456
"167",0.0008968
"168",0.001821
"169",0.002256
"170",0.001677
"171",0.001112
"172",0.002041
"173",0.001904
"174",0.002486
"175",0.003061
"176",0.003444
"177",-0.001009
"178",0.000974
"179",0.002457
"180",0.001639
"181",0.003523
"182",0.002915
"183",0.00176
"184",0.001255
"185",0.003198
"186",-0.001097
"187",-0.0007237
"188",-0.0004879
"189",-0.0001448
"190",0.002028
"191",0.003299
"192",0.002012
"193",-0.002256
"194",0.001323
"195",0.002149
"196",0.001858
"197",-0.0008296
"198",0.0001072
"199",0.0009772
"200",0.0009634
"201",-0.003074
"202",0.003041
"203",0.001054
"204",0.002278
"205",-0.003568
"206",-0.0006253
"207",0.003248
"208",0.000534
"209",0.00115
"210",0.0002496
"211",0.0003544
"212",-0.0002309
"213",0.0004466
"214",0.00192
"215",-0.002979
"216",-0.001951
"217",-0.001499
"218",0.00246
"219",-0.001269
"220",-0.0001841
"221",-0.003383
"222",0.0007852
"223",0.0001654
"224",-0.003122
"225",-0.001107
"226",0.001088
"227",0.00265
"228",0.01244
"229",0.0007543
"230",0.0006692
"231",-0.002927
"232",0.002528
"233",0.001194
"234",0.001747
"235",-0.004572
"236",-0.001809
"237",-0.00239
"238",0.0002619
"239",0.0007243
"240",0.001946
"241",-0.002837
"242",0.00174
"243",-0.001633
"244",-0.002597
"245",-0.0005745
"246",0.001358
"247",0.0005083
"248",-0.001328
"249",0.004012
"250",-0.002144
"251",0.002679
"252",0.002208
"253",-0.002171
"254",-0.003303
"255",-0.001602
"256",-0.004196
"257",-0.004917
"258",0.003619
"259",0.003383
"260",0.001298
"261",0.0004715
"262",0.001314
"263",0.001496
"264",0.00167
"265",0.0008655
"266",0.001504
"267",0.0008803
"268",0.0009939
"269",-0.000176
"270",0.0008188
"271",0.0006379
"272",-0.001205
"273",0.0005437
"274",0.0009246
"275",0.001383
"276",0.001335
"277",0.001436
"278",0.0006747
"279",0.001097
"280",0.0001609
"281",0.001852
"282",0.000919
"283",0.001064
"284",0.0005009
"285",0.001226
"286",0.0007774
"287",0.00169
"288",0.0005679
"289",0.001936
"290",0.0005798
"291",0.0005117
"292",0.0018
"293",0.00129
"294",0.001586
"295",0.0007857
"296",0.0003813
"297",0.0008098
"298",0.001153
"299",0.001546
"300",0.000346
"301",0.002074
"302",0.002488
"303",0.0001673
"304",0.001578
"305",0.001175
"306",0.0004089
"307",0.0009005
"308",0.0009221
"309",0.001567
"310",-0.0006853
"311",0.001824
"312",0.0005753
"313",0.0009904
"314",0.002244
"315",-0.0001012
"316",0.0007243
"317",0.000406
"318",0.0006973
"319",-0.0002205
"320",-0.0005429
"321",-0.0001123
"322",0.0009889
"323",0.0005983
"324",0.002744
"325",0.0002996
