"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"b3",-0.05529,0.02331,-0.1022,-0.07092,-0.05494,-0.03952,-0.01136,1.002,1800
"deviance",117000,42.18,116900,117000,117000,117000,117100,1.001,2200
"sigma",0.197,0.01413,0.1704,0.1875,0.1967,0.2059,0.2263,1.001,3000
