"","b1","b2"
"1",-0.00146,-0.01686
"2",-0.0005463,0.0005747
"3",0.0001918,-0.00137
"4",0.0006403,-0.01663
"5",0.0009271,-0.02589
"6",8.356e-05,-0.01792
"7",0.001585,-0.0008978
"8",-0.0004551,-0.001455
"9",0.003057,0.004751
"10",-0.002511,-0.002388
"11",0.0004812,-0.002025
"12",-0.0002052,-0.02389
"13",-0.0001408,-0.002751
"14",0.001631,0.0002026
"15",-0.00454,0.02316
"16",0.0003493,0.003778
"17",-8.114e-05,0.01125
"18",-0.009235,0.001224
"19",0.0009202,0.002578
"20",-0.001326,-0.01008
"21",0.005178,0.0009901
"22",-0.0007757,0.004694
"23",0.01712,0.003222
"24",-0.0005923,-0.0003173
"25",0.0003159,-0.01511
"26",-0.0001969,-0.009808
"27",0.0007713,-0.004548
"28",0.0005254,-0.01272
"29",-0.0002686,-0.006044
"30",-0.006238,-0.003089
"31",-0.0002761,-0.0003261
"32",0.0001464,-9.977e-05
"33",0.0006027,0.001709
"34",-0.001359,-0.00382
"35",-0.001505,-0.0007024
"36",-0.0002277,-0.006489
