"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"b1[63]",-0.0021854000391266,0.0312941498979697,-0.0633865315837147,-0.0235207204610387,-0.00163610752428298,0.0201224418101169,0.0559685166250046,1.00218916892932,1200
"b1[64]",0.984916849716945,0.027903533363136,0.936594751656367,0.968691737179468,0.985253081449325,1.00157431353605,1.03088130580539,1.00082845513963,3200
"b1[65]",0.00380775925817817,0.0316593130395333,-0.0590776329037231,-0.0177318761215621,0.00418278613560769,0.0249947705763938,0.0651957177527629,1.0008450865876,3200
"b1[66]",0.826799544985348,0.0272382861255747,0.777925342239487,0.810569251029794,0.827404532900322,0.843589346878544,0.874864705576525,1.00075768748966,3200
"b1[67]",0.000762555242650334,0.0319799600725131,-0.0619440047661267,-0.0213131739506802,0.000518290616544194,0.0225242982598347,0.0623762676810899,1.0005846729238,3200
"b1[68]",0.0341073704082668,0.0296733374048521,-0.0252004949813951,0.0148269857527401,0.0334306363229171,0.05428010261915,0.0929160242787632,1.00076996916738,3200
"b1[69]",0.190418150217926,0.0293897225002529,0.132623999881558,0.171194705022454,0.190921848040844,0.209116359695313,0.247948008165101,1.00100026714236,3200
"b1[70]",0.00135508661563056,0.0316361111120918,-0.0603528885698701,-0.0198518304600301,0.0016594674854555,0.0220780271761094,0.0627595235932024,1.00077570741383,3200
"b1[71]",0.0445861601964137,0.0314520490886142,-0.0171530946876949,0.0227677696203513,0.0446850769482465,0.0662571485905451,0.104707806480694,1.00063735482709,3200
"b1[72]",0.333680607694937,0.0288883586928031,0.279346670128166,0.315091626974273,0.333301099084314,0.352584889827264,0.38851938829554,1.00135782479379,2400
"b1[73]",0.00123253354323422,0.0315310178848982,-0.0610455107542268,-0.0205301331551327,0.00125643096170059,0.0228223957948359,0.0629111595051725,1.00126638791658,2700
"b1[74]",0.105273821695522,0.0287540463168368,0.049496695127661,0.086181788236921,0.10602081131274,0.124344649368464,0.160215700787635,1.00065808721664,3200
"b1[75]",0.589178515508717,0.0288749195458886,0.536763055678134,0.570778580670431,0.589622459338847,0.607753705348058,0.643951281256641,1.00115442622155,3200
"b1[76]",0.0453700573683628,0.0305719663187534,-0.0157512956917848,0.0252984407039653,0.0454791904910494,0.0663463283670046,0.105473211166105,1.00104986811658,3200
"b1[77]",0.31373297392379,0.0298837400564464,0.255941533766794,0.29291220098074,0.312732173069233,0.334453186398214,0.372332256439771,1.0022993628527,1100
"b1[78]",0.302204194534349,0.0293931819106545,0.244685410406271,0.282386002038709,0.302177219469465,0.322551333992383,0.358522207485943,1.00091330674407,3200
"b1[79]",0.000539640278603761,0.0316895688226218,-0.0631857688594004,-0.0210862156285068,0.00131136672533061,0.0214848206818337,0.0612569674272193,1.00106305895109,3200
"b1[80]",0.000739608667200568,0.0310450668459147,-0.0613210878046936,-0.0193367726445827,0.00102138579094257,0.021701387284376,0.0607302346276238,1.00101320558693,3200
