"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"b3",-0.02207,0.0295,-0.08002,-0.04181,-0.02219,-0.002534,0.03604,1.001,3000
"deviance",5761,19.27,5727,5748,5761,5774,5802,1.001,3000
"sigma",0.07543,0.008778,0.05909,0.06938,0.07515,0.08105,0.0934,1.002,1200
