"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"b3",-0.02249,0.0268,-0.07568,-0.04088,-0.022,-0.004108,0.02768,1.003,670
"deviance",13120,25.09,13070,13100,13120,13130,13170,1.002,1300
"sigma",0.1276,0.01126,0.107,0.1198,0.1272,0.1348,0.1512,1.001,2400
