"","x"
"1",3.252
"2",1.649
"3",0.7302
"4",0.7076
"5",0.6385
"6",0.505
"7",0.3751
"8",0.4356
"9",0.384
"10",0.327
"11",0.2873
"12",0.2717
"13",0.2464
"14",0.174
"15",0.1983
"16",0.1853
"17",0.1918
"18",0.1561
"19",0.1447
"20",0.1604
"21",0.1373
"22",0.1577
"23",0.1451
"24",0.1281
"25",0.1017
"26",0.09321
"27",0.1316
"28",0.1023
"29",0.1004
"30",0.1062
"31",0.09908
"32",0.09377
"33",0.04765
"34",0.1045
"35",0.08887
"36",0.0898
"37",0.0924
"38",0.08647
"39",0.08624
"40",0.07881
"41",0.0742
"42",0.07357
"43",0.0657
"44",0.08479
"45",0.06255
"46",0.07113
"47",0.05632
"48",0.04658
"49",0.07391
"50",0.04003
"51",0.05993
"52",0.05494
"53",0.06094
"54",0.04526
"55",0.05741
"56",0.05488
"57",0.05906
"58",0.05093
"59",0.05466
"60",0.05243
"61",0.05352
"62",0.0438
"63",0.04961
"64",0.04652
"65",0.05746
"66",0.0484
"67",0.01112
"68",0.05116
"69",0.04652
"70",0.04399
"71",0.0387
"72",0.03979
"73",0.02005
"74",0.0528
"75",0.03286
"76",0.03955
"77",0.02365
"78",0.04544
"79",0.06508
"80",0.04603
"81",0.04767
"82",0.03648
"83",0.02124
"84",0.04051
"85",0.03571
"86",0.07166
"87",0.03761
"88",0.05406
"89",0.01326
"90",0.04197
"91",0.0707
"92",0.03533
"93",0.05203
"94",0.04029
"95",0.04515
"96",0.04861
"97",0.04285
"98",0.05384
"99",0.03324
"100",0.032
"101",0.03272
"102",0.02851
"103",0.03543
"104",0.02721
"105",0.03196
"106",0.03091
"107",0.02904
"108",0.03069
"109",0.02671
"110",0.02941
"111",0.02888
"112",0.02714
"113",0.02678
"114",0.02803
"115",0.02386
"116",0.02589
"117",0.02545
"118",0.02225
"119",0.02961
"120",0.02849
"121",0.02646
"122",0.02677
"123",0.02189
"124",0.02868
"125",0.02577
"126",0.03007
"127",0.02288
"128",0.02299
"129",0.01825
"130",0.02567
"131",0.02847
"132",0.02342
"133",0.02789
"134",0.02474
"135",0.02437
"136",0.02019
"137",0.01682
"138",0.01183
"139",0.02167
"140",0.02276
"141",0.01388
"142",0.02245
"143",0.01747
"144",0.0225
"145",0.02221
"146",0.01748
"147",0.03492
"148",0.02153
"149",0.02205
"150",0.02156
"151",0.02158
"152",0.01717
"153",0.01968
"154",0.02113
"155",0.01944
"156",0.02099
"157",0.02259
"158",0.02203
"159",0.02114
"160",0.0195
"161",0.01941
"162",0.01797
"163",0.01857
"164",0.02058
"165",0.0212
"166",0.01643
"167",0.02019
"168",0.01898
"169",0.01951
"170",0.01844
"171",0.01797
"172",0.01882
"173",0.01583
"174",0.01462
"175",0.00946
"176",0.007324
"177",0.01024
"178",0.01496
"179",0.01702
"180",0.01411
"181",0.01668
"182",0.01947
"183",0.01692
"184",0.002742
"185",0.008805
"186",0.01696
"187",0.01491
"188",0.01475
"189",0.01175
"190",0.01007
"191",0.00899
"192",0.01773
"193",0.01699
"194",0.01585
"195",0.01303
"196",0.01471
"197",0.01594
"198",0.01447
"199",0.01209
"200",0.01613
"201",0.0113
"202",0.01576
"203",0.0163
"204",0.01614
"205",0.01415
"206",0.01545
"207",0.0135
"208",0.01196
"209",0.01193
"210",0.004078
"211",0.01467
"212",0.01136
"213",0.01886
"214",0.01522
"215",0.01617
"216",0.01588
"217",0.01562
"218",0.01422
"219",0.01685
"220",0.01736
"221",0.01254
"222",0.01413
"223",0.002376
"224",0.01382
"225",0.0157
"226",0.005621
"227",0.01147
"228",0.00809
"229",0.01244
"230",0.01848
"231",0.006907
"232",0.01445
"233",0.01398
"234",0.01433
"235",0.01366
"236",0.01648
"237",0.01157
"238",0.01401
"239",0.01434
"240",0.01401
"241",0.01297
"242",0.008206
"243",0.01116
"244",0.01065
"245",0.01264
"246",0.01543
"247",0.01316
"248",0.01238
"249",0.01283
"250",0.007399
"251",0.008854
"252",0.0134
"253",0.01156
"254",0.01298
"255",0.01273
"256",0.01274
"257",0.01288
"258",0.01315
"259",0.01245
"260",0.01266
"261",0.01112
"262",0.01323
"263",0.01342
"264",0.01248
"265",0.01288
"266",0.01259
"267",0.01251
"268",0.01279
"269",0.01217
"270",0.01167
"271",0.01181
"272",0.01215
"273",0.0121
"274",0.01168
"275",0.01205
"276",0.01189
"277",0.01208
"278",0.01195
"279",0.01234
"280",0.01176
"281",0.01149
"282",0.01178
"283",0.01094
"284",0.01119
"285",0.01163
"286",0.0111
"287",0.01111
"288",0.01076
"289",0.01282
"290",0.01207
"291",0.01227
"292",0.01223
"293",0.01065
"294",0.01009
"295",0.009472
"296",0.01123
"297",0.01107
"298",0.009138
"299",0.01058
"300",0.008868
"301",0.008503
"302",0.01146
"303",0.002178
"304",0.0101
"305",0.006602
"306",0.007315
"307",0.01196
"308",0.008836
"309",0.0117
"310",0.01141
"311",0.01118
"312",0.008076
"313",0.009232
