"","x"
"1",0.9485
"2",0.5137
"3",0.08074
"4",0.2754
"5",0.2182
"6",0.103
"7",0.2013
"8",0.08583
"9",0.09509
"10",0.1042
"11",0.07799
"12",0.06928
"13",0.08264
"14",0.09846
"15",0.06194
"16",0.06544
"17",0.06293
"18",0.05877
"19",0.05199
"20",0.04608
"21",0.0383
"22",0.02829
"23",0.02764
"24",0.04288
"25",0.03819
"26",0.03742
"27",0.02668
"28",0.03631
"29",0.03237
"30",0.0345
"31",0.02624
"32",0.02856
"33",0.04143
"34",0.02296
"35",0.02944
"36",0.01941
"37",0.01384
"38",0.02348
"39",0.02285
"40",0.02419
"41",0.02523
"42",0.0245
"43",0.01833
"44",0.02089
"45",0.01142
"46",0.02191
"47",0.01791
"48",0.01908
"49",0.01234
"50",0.02608
"51",0.02307
"52",0.01945
"53",0.01184
"54",0.01693
"55",0.01165
"56",0.01712
"57",0.01775
"58",0.02145
"59",0.01363
"60",0.01536
"61",0.01114
"62",-0.001061
"63",0.01331
"64",0.01297
"65",0.01546
"66",0.006093
"67",0.01557
"68",0.01317
"69",0.0137
"70",0.01748
"71",0.01395
"72",-0.001848
"73",0.006873
"74",0.01609
"75",0.01106
"76",0.01313
"77",0.01874
"78",0.01232
"79",0.012
"80",0.0101
"81",0.009989
"82",0.00724
"83",0.008772
"84",0.003326
"85",0.005565
"86",0.009303
"87",0.004388
"88",0.01145
"89",0.01611
"90",0.009555
"91",0.006242
"92",0.004738
"93",0.01804
"94",0.008134
"95",0.007443
"96",0.01641
"97",0.01147
"98",0.01085
"99",0.00815
"100",0.007541
"101",-0.0008163
"102",0.01487
"103",0.007945
"104",0.002639
"105",-0.0004321
"106",0.009912
"107",0.000432
"108",0.005041
"109",0.01028
"110",0.008154
"111",0.003792
"112",0.009984
"113",0.007828
"114",0.01038
"115",0.006165
"116",0.009535
"117",0.008588
"118",0.008214
"119",0.007369
"120",0.006753
"121",0.007166
"122",0.008729
"123",0.008903
"124",0.006425
"125",0.007503
"126",0.008595
"127",0.008816
"128",0.007842
"129",0.005396
"130",0.004802
"131",0.006748
"132",0.006201
"133",0.007519
"134",0.007089
"135",0.004399
"136",0.00571
"137",0.01095
"138",0.004961
"139",0.01079
"140",0.007584
"141",0.006876
"142",0.003899
"143",0.006395
"144",0.006457
"145",0.006634
"146",0.007042
"147",0.01006
"148",0.008411
"149",0.00333
"150",0.003826
"151",0.008625
"152",0.00526
"153",0.0004208
"154",0.005696
"155",0.009315
"156",0.003793
"157",0.00698
"158",0.005565
"159",0.006948
"160",0.003136
"161",7.6e-05
"162",0.01072
"163",0.005445
"164",0.005026
"165",0.006322
"166",0.006834
"167",0.004731
"168",0.003652
"169",0.004875
"170",0.004072
"171",0.003917
"172",0.002791
"173",0.005163
"174",0.007111
"175",0.001756
"176",-0.001722
"177",0.002531
"178",0.009356
"179",-2.314e-05
"180",0.005125
"181",0.006026
"182",-5.994e-05
"183",0.00478
"184",7.26e-05
"185",0.002849
"186",0.001527
"187",0.005112
"188",0.003146
"189",-0.0005688
"190",0.005672
"191",0.00333
"192",-0.002464
"193",-0.002507
"194",0.005248
"195",0.005633
"196",-0.0001107
"197",0.004849
"198",0.001283
"199",0.003739
"200",0.004464
"201",0.002246
"202",0.004624
"203",0.004139
"204",0.002924
"205",0.004918
"206",0.005514
"207",0.004929
"208",0.00395
"209",0.004716
"210",0.003191
"211",0.003032
"212",0.004303
"213",0.005037
"214",0.004676
"215",0.005451
"216",0.00445
"217",0.004422
"218",0.002499
"219",0.003753
"220",0.003625
"221",0.004106
"222",0.004491
"223",0.004391
"224",0.00346
"225",0.004888
"226",0.002919
"227",0.003845
"228",0.003982
"229",0.006055
"230",0.002783
"231",0.002464
"232",0.002145
"233",0.005859
"234",0.004068
"235",0.004235
"236",0.003823
"237",0.005214
"238",0.004333
"239",0.00223
"240",0.001985
"241",0.001203
"242",0.002654
"243",0.006002
"244",0.002953
"245",0.002363
"246",0.0003769
"247",0.00382
"248",0.0009345
"249",0.005226
"250",0.002357
"251",0.004219
"252",0.001541
"253",0.002811
"254",0.001846
"255",0.003876
"256",0.007725
"257",-0.0004972
"258",0.002427
"259",0.003408
"260",0.004314
"261",0.00454
"262",0.001143
"263",0.002505
"264",0.004241
"265",0.001904
"266",0.003417
"267",0.0009673
"268",0.002514
"269",0.005043
"270",0.002784
"271",0.002674
"272",0.002168
"273",0.003167
"274",0.0004163
"275",0.003573
"276",0.003054
"277",9.054e-05
"278",0.003191
"279",0.004767
"280",0.003215
"281",-0.0005718
"282",0.006165
"283",0.003264
"284",0.003311
"285",0.004072
"286",0.003368
"287",0.003042
"288",0.003752
"289",0.004719
"290",0.003428
"291",0.004514
"292",0.003149
"293",0.002555
"294",0.006015
"295",0.001917
"296",0.0007548
"297",0.003597
"298",0.002789
"299",0.001941
"300",0.003163
"301",0.002732
"302",0.003001
"303",0.003035
"304",0.003317
"305",0.003439
"306",0.003604
"307",0.00484
"308",-0.0006725
"309",7.179e-05
"310",-0.0002788
"311",0.003371
"312",0.003886
"313",0.002641
"314",0.002516
"315",0.0005295
"316",0.003588
"317",9.583e-05
"318",-9.406e-05
"319",0.003298
"320",0.002119
"321",0.002994
"322",0.001415
"323",-4.504e-05
"324",0.003029
"325",0.0003008
"326",0.001863
"327",0.004193
"328",0.002744
"329",-0.0001677
"330",0.000688
"331",0.003052
"332",0.003193
"333",0.002896
"334",0.002615
"335",0.002901
"336",0.001743
"337",0.0002789
"338",0.002732
"339",5.354e-05
"340",0.003626
"341",0.002712
"342",0.002186
"343",0.002742
"344",0.0005878
"345",0.00222
"346",0.003128
"347",0.003084
"348",0.003456
"349",0.00251
"350",0.002729
"351",0.002993
"352",0.00293
"353",0.002691
"354",0.002543
"355",0.002574
"356",0.002443
"357",0.001772
"358",0.003169
"359",0.00274
"360",0.002185
"361",0.00308
"362",0.002194
"363",0.001452
"364",0.002517
"365",0.003225
"366",0.002094
"367",0.003046
"368",0.002731
"369",0.00274
"370",0.00308
"371",0.001925
"372",0.002678
"373",0.002104
"374",0.001966
"375",0.002399
"376",0.001266
"377",-0.0002198
"378",0.003436
"379",0.002352
"380",0.002539
"381",0.001282
"382",0.002223
"383",0.002838
"384",0.001814
"385",0.002755
"386",0.001592
"387",0.002096
"388",0.001167
"389",0.002625
"390",0.002864
"391",0.002277
"392",0.001748
"393",0.002665
"394",0.002251
"395",0.001885
"396",0.0001169
"397",0.002132
"398",0.001815
"399",0.002033
"400",0.003282
"401",0.00262
"402",0.001596
"403",0.002516
"404",0.002367
"405",0.002515
"406",0.002795
"407",0.002245
"408",0.0012
"409",0.001555
"410",0.001528
"411",-0.000695
